id_student,gender,region,highest_education,imd_band,age_band,studied_credits,disability,final_result,score,sum_click,retry_count
258402,0,8,0,5,0,180,0,1,0.0,1.0,1
259182,1,1,2,5,0,120,0,1,0.0,0.0,1
263531,0,9,2,4,0,120,0,1,0.0,0.0,1
265405,0,5,2,9,1,60,0,1,0.0,0.0,1
267853,0,2,2,3,1,120,0,0,0.0,1.0,0
269289,0,8,0,10,0,60,0,1,0.0,0.0,1
270399,0,9,2,2,0,60,0,0,0.0,1.0,0
280962,0,1,0,10,0,180,0,0,0.0,3.0,0
291701,0,9,2,1,0,150,0,1,0.0,0.0,0
296408,0,1,0,3,1,180,1,1,0.0,0.0,1
299561,0,8,0,5,1,60,1,1,0.0,0.0,1
302550,1,8,2,5,1,180,0,1,0.0,0.0,1
305945,0,0,0,7,0,60,0,1,0.0,1.0,0
306984,1,4,2,3,1,60,0,1,0.0,2.0,1
322745,0,6,0,10,0,60,0,0,0.0,0.0,0
323914,0,11,0,2,0,60,0,0,0.0,0.0,0
330376,0,1,2,9,0,60,0,1,0.0,2.0,1
338912,0,9,0,3,0,90,0,1,0.0,0.0,0
339526,0,5,2,3,0,60,0,1,0.0,2.0,0
340378,0,12,2,3,0,120,0,1,0.0,3.0,0
341235,1,8,2,6,0,60,0,1,0.0,0.0,0
349424,0,3,0,8,1,60,0,0,0.0,3.0,1
353918,0,5,2,1,0,120,0,1,0.0,0.0,1
354815,0,1,2,6,1,120,0,1,0.0,0.0,1
357038,0,9,1,2,0,180,0,0,0.0,0.0,1
359170,0,12,0,6,0,180,0,1,0.0,0.0,0
364323,0,12,1,8,1,120,0,1,0.0,0.0,0
366821,0,11,2,3,0,60,0,0,0.0,0.0,0
368439,0,3,2,2,0,60,0,0,0.0,1.0,1
369212,0,9,0,6,1,60,0,1,0.0,0.0,1
372624,0,11,2,1,0,300,1,1,0.0,0.0,1
375312,0,10,2,6,1,180,0,1,0.0,0.0,1
377695,0,9,0,5,0,180,0,1,0.0,0.0,0
379405,0,5,0,4,1,120,0,1,0.0,0.0,0
380151,0,3,0,2,0,60,1,1,0.0,1.0,0
381640,0,7,1,7,0,135,0,0,0.0,0.0,0
383828,0,0,1,9,0,180,0,1,0.0,1.0,1
386957,0,10,2,2,0,60,0,0,0.0,0.0,0
387276,0,5,2,6,1,180,0,1,0.0,0.0,1
388014,0,12,0,2,0,60,0,1,0.0,0.0,0
394956,0,0,0,7,1,195,0,1,0.0,2.0,1
395229,0,8,2,5,0,330,1,0,0.0,2.0,1
397763,0,11,2,1,0,60,1,1,0.0,2.0,1
398949,0,12,0,2,0,60,0,1,0.0,0.0,0
398965,0,3,0,3,0,120,1,1,0.0,0.0,1
399108,0,1,0,2,0,60,0,1,0.0,0.0,0
399792,1,6,1,4,0,150,1,0,0.0,4.0,1
400718,0,8,1,6,1,150,0,1,0.0,0.0,1
402660,0,1,2,6,0,60,0,1,0.0,0.0,0
403191,1,11,1,3,1,60,0,1,0.0,0.0,0
415548,0,5,2,8,1,90,0,1,0.0,0.0,1
422752,0,5,2,4,0,60,1,1,0.0,3.0,0
423317,0,1,2,3,0,60,0,1,0.0,1.0,0
425747,0,3,0,4,0,120,0,0,0.0,3.0,1
429158,0,8,2,5,0,120,0,1,0.0,0.0,1
430160,1,6,2,4,1,75,0,1,0.0,4.0,1
434094,0,10,0,1,0,60,0,0,0.0,0.0,1
435803,0,10,2,1,0,120,0,0,0.0,2.0,1
438210,0,7,1,9,1,90,0,1,0.0,1.0,0
441423,0,2,0,8,0,120,0,1,0.0,0.0,0
443452,1,7,2,1,1,180,0,0,0.0,0.0,1
446145,1,6,0,3,0,60,0,0,0.0,0.0,0
447007,0,6,2,3,0,150,0,1,0.0,2.0,0
467835,0,3,2,5,0,60,0,1,0.0,1.0,0
475078,0,2,2,7,1,120,0,1,0.0,0.0,1
475901,0,4,2,5,0,90,0,0,0.0,1.0,0
476855,0,8,2,5,0,180,0,1,0.0,2.0,1
476859,0,12,0,1,0,120,0,0,0.0,2.0,1
479267,0,8,2,4,0,120,1,1,0.0,0.0,1
480151,0,12,2,3,0,60,0,1,0.0,1.0,0
483309,1,8,0,8,1,60,0,1,0.0,1.0,0
484161,0,9,2,8,1,120,0,0,0.0,2.0,0
485352,0,0,0,6,0,240,0,1,0.0,0.0,0
485568,0,9,2,4,0,180,0,0,0.0,2.0,0
485782,0,1,2,3,0,180,0,0,0.0,1.0,1
486214,0,3,2,4,1,120,0,1,0.0,0.0,1
486650,0,1,1,8,0,120,0,1,0.0,2.0,0
488364,0,6,1,4,1,60,0,0,0.0,3.0,0
488929,0,7,2,3,0,60,1,1,0.0,0.0,0
490110,0,11,0,2,0,60,0,1,0.0,1.0,0
490733,0,3,2,4,0,60,0,1,0.0,0.0,0
492336,1,0,2,3,0,120,0,1,0.0,0.0,0
494304,0,7,2,1,0,210,0,0,0.0,0.0,1
494673,0,1,2,6,0,60,0,0,0.0,2.0,0
495377,0,0,0,7,1,120,0,1,0.0,0.0,0
497607,0,4,2,1,0,120,0,0,0.0,1.0,1
499931,0,5,0,4,0,240,0,0,0.0,2.0,1
501008,0,12,0,4,0,180,0,1,0.0,2.0,1
502279,0,11,1,7,0,180,0,1,0.0,0.0,1
504689,0,12,0,6,0,120,0,1,0.0,1.0,0
505123,0,0,0,3,0,60,0,1,0.0,0.0,0
505499,1,7,0,7,0,60,0,1,0.0,0.0,0
505592,0,4,1,3,1,60,0,1,0.0,0.0,0
505694,0,6,2,2,0,60,0,0,0.0,0.0,0
507221,0,8,2,5,0,120,0,1,0.0,0.0,0
507303,0,8,2,4,0,60,0,1,0.0,2.0,0
507320,1,5,2,6,0,150,0,1,0.0,4.0,0
507485,0,3,2,1,0,60,0,1,0.0,0.0,0
507685,0,4,0,1,0,120,0,1,0.0,2.0,0
508103,0,11,2,2,0,240,0,1,0.0,0.0,1
508668,0,3,2,8,0,60,0,0,0.0,1.0,0
509130,0,11,1,1,0,60,0,1,0.0,0.0,0
509295,0,9,2,1,1,180,0,1,0.0,0.0,1
509334,0,10,0,6,0,60,0,1,0.0,0.0,0
509737,0,6,2,2,1,120,0,0,0.0,1.0,1
511652,0,12,0,5,0,240,0,1,0.0,0.0,1
512468,0,2,2,2,1,120,0,0,0.0,0.0,1
512924,0,0,2,3,0,240,0,1,0.0,0.0,1
513005,0,9,2,4,1,180,0,0,0.0,0.0,1
513016,0,5,2,3,0,60,1,1,0.0,0.0,0
513196,0,3,2,2,1,180,0,1,0.0,0.0,1
513368,0,4,0,4,0,60,0,1,0.0,0.0,0
514365,0,12,2,5,0,60,0,1,0.0,2.0,0
514819,0,1,2,6,0,120,0,1,0.0,0.0,0
514951,0,11,0,2,1,120,0,1,0.0,2.0,0
515130,0,10,2,10,0,120,0,0,0.0,1.0,1
515174,1,3,2,2,1,120,0,1,0.0,0.0,1
516776,0,0,2,3,1,120,0,0,0.0,1.0,1
517175,1,11,2,1,0,120,0,0,0.0,2.0,1
517701,0,10,2,9,0,120,0,1,0.0,1.0,1
519647,0,9,2,2,0,60,0,1,0.0,0.0,0
520049,0,11,2,7,1,60,0,1,0.0,0.0,0
520230,0,8,2,4,1,60,0,1,0.0,0.0,0
520749,1,0,2,3,0,120,1,1,0.0,2.0,1
521069,1,8,0,2,1,60,0,0,0.0,3.0,0
521496,1,10,2,2,0,120,0,0,0.0,1.0,1
522302,0,7,0,4,0,60,0,0,0.0,1.0,0
522512,0,10,2,4,0,120,0,0,0.0,1.0,1
523156,0,4,0,7,0,60,0,1,0.0,2.0,0
523789,0,3,0,3,0,240,0,1,0.0,0.0,1
524171,0,5,0,5,0,120,0,0,0.0,1.0,0
524598,1,10,2,1,0,60,0,0,0.0,1.0,0
524769,0,9,2,4,0,150,1,1,0.0,1.0,1
524968,0,11,2,7,0,60,0,1,0.0,1.0,0
525543,0,1,2,2,0,120,0,1,0.0,0.0,0
525797,0,1,2,10,0,120,0,0,0.0,0.0,1
525869,0,11,0,7,0,60,0,0,0.0,2.0,0
527343,0,10,0,1,0,120,0,1,0.0,1.0,1
529118,0,1,0,10,0,120,1,1,0.0,0.0,1
529383,0,6,1,9,1,150,0,0,0.0,2.0,1
529767,0,11,2,7,1,120,0,1,0.0,0.0,1
530215,0,11,0,1,0,120,0,1,0.0,0.0,1
530245,0,11,0,2,1,120,0,1,0.0,2.0,1
530398,0,0,2,2,1,120,0,1,0.0,1.0,1
530483,0,1,0,4,0,60,0,1,0.0,0.0,0
531000,0,3,2,1,1,60,0,1,0.0,1.0,0
531235,0,12,0,6,0,60,0,1,0.0,1.0,0
531481,0,3,0,9,1,180,0,1,0.0,0.0,1
531689,0,12,1,7,0,60,0,1,0.0,0.0,0
532000,0,0,2,9,0,120,0,1,0.0,3.0,1
532142,0,12,2,1,1,120,0,1,0.0,2.0,1
532317,0,12,2,1,0,60,0,0,0.0,0.0,0
532668,0,12,2,3,0,60,0,0,0.0,2.0,0
532742,0,5,2,2,1,60,0,1,0.0,1.0,0
532928,0,3,0,3,1,60,0,1,0.0,6.0,0
533737,0,1,0,9,1,60,0,1,0.0,6.0,0
533846,0,1,0,4,1,120,0,0,0.0,2.0,0
534217,0,9,2,3,0,60,0,1,0.0,0.0,0
534426,0,5,0,3,0,60,0,1,0.0,0.0,0
534530,0,8,2,10,1,60,0,0,0.0,1.0,0
534671,0,8,0,7,0,60,1,1,0.0,2.0,0
534713,0,6,1,9,0,120,0,1,0.0,0.0,0
534758,0,11,2,3,0,90,0,1,0.0,0.0,0
534830,0,11,2,2,1,120,0,1,0.0,0.0,0
534922,0,5,0,8,0,60,0,1,0.0,0.0,0
535272,0,7,2,8,1,120,0,1,0.0,0.0,0
535303,0,3,3,7,0,60,0,1,0.0,0.0,0
535526,0,4,2,1,0,120,0,1,0.0,0.0,0
535558,0,8,1,5,0,120,0,1,0.0,0.0,0
535618,1,4,2,9,0,120,0,0,0.0,2.0,0
536050,0,5,2,5,0,60,0,0,0.0,3.0,0
536216,0,2,2,1,1,60,0,0,0.0,0.0,0
536243,0,1,2,4,0,60,0,0,0.0,1.0,0
536471,0,0,0,10,0,60,0,1,0.0,0.0,0
536519,0,12,2,3,0,60,0,1,0.0,2.0,0
536520,0,12,2,2,0,60,0,1,0.0,0.0,0
536551,0,10,0,1,0,75,0,0,0.0,0.0,0
536670,0,10,0,5,1,60,0,1,0.0,0.0,0
537263,0,1,0,9,1,120,0,1,0.0,0.0,0
537320,0,3,2,4,1,90,0,1,0.0,3.0,0
537433,0,8,1,3,0,60,0,0,0.0,0.0,0
537584,0,2,2,2,0,60,0,0,0.0,0.0,0
537676,0,1,2,1,0,60,0,0,0.0,1.0,0
539041,0,10,0,8,0,120,0,1,0.0,0.0,1
539416,1,8,2,9,0,60,0,0,0.0,2.0,0
539710,0,11,2,5,0,60,0,0,0.0,3.0,0
540122,1,3,0,2,0,60,0,1,0.0,0.0,0
540594,0,11,0,1,0,60,0,1,0.0,2.0,0
540767,0,1,2,7,0,60,0,1,0.0,0.0,0
540953,0,8,2,6,0,120,0,1,0.0,1.0,0
541061,0,8,2,5,0,60,0,1,0.0,1.0,0
541573,0,11,0,1,0,60,0,1,0.0,0.0,0
541709,0,12,2,2,0,120,0,1,0.0,0.0,0
541727,0,7,0,3,0,60,0,1,0.0,2.0,0
541884,0,6,2,2,0,60,0,0,0.0,0.0,0
541985,0,8,0,7,0,60,0,1,0.0,1.0,0
542081,0,5,2,1,0,120,0,1,0.0,2.0,0
542602,0,5,2,1,0,120,0,1,0.0,4.0,0
542622,0,5,2,4,1,60,0,0,0.0,0.0,0
542760,0,0,0,10,0,60,0,1,0.0,0.0,0
543199,0,11,0,2,0,60,0,1,0.0,0.0,0
543365,0,11,0,1,0,60,0,1,0.0,0.0,0
543465,0,4,2,3,0,60,0,0,0.0,1.0,0
543864,0,6,2,2,0,60,0,0,0.0,0.0,0
543896,0,7,0,1,0,60,0,1,0.0,0.0,0
544408,0,1,0,4,0,60,0,0,0.0,3.0,0
544435,0,11,0,6,0,60,0,1,0.0,0.0,0
544491,0,11,2,2,0,60,0,1,0.0,0.0,0
544686,0,3,2,2,0,60,0,1,0.0,0.0,0
544796,0,8,2,10,0,60,0,1,0.0,0.0,0
545001,0,11,0,3,0,60,0,1,0.0,0.0,0
545072,0,0,2,7,0,60,0,0,0.0,1.0,0
545219,0,4,2,1,0,120,0,1,0.0,1.0,0
545240,0,6,0,3,0,60,0,0,0.0,0.0,0
545337,1,9,0,4,0,90,0,1,0.0,2.0,0
545381,0,11,2,3,0,60,0,0,0.0,2.0,0
545514,0,3,2,6,0,60,0,1,0.0,0.0,0
545521,1,8,2,4,1,60,1,1,0.0,1.0,0
545780,1,6,2,1,1,60,0,0,0.0,0.0,0
545799,0,3,0,4,0,60,0,1,0.0,0.0,0
545896,0,5,0,3,0,120,0,1,0.0,1.0,0
545927,1,7,2,2,1,120,0,1,0.0,0.0,0
546015,0,11,2,6,1,60,0,1,0.0,0.0,0
546333,0,0,2,3,1,60,1,1,0.0,1.0,0
546455,1,10,0,5,1,60,0,0,0.0,2.0,0
546681,0,5,2,6,0,60,0,0,0.0,5.0,0
546786,0,0,2,1,0,60,0,1,0.0,0.0,0
546892,0,11,0,1,0,60,0,1,0.0,0.0,0
547052,0,3,0,1,0,150,0,1,0.0,0.0,0
547267,1,5,2,1,0,120,0,1,0.0,3.0,0
547303,0,5,2,9,0,60,0,1,0.0,1.0,0
547472,1,3,2,7,1,60,0,1,0.0,0.0,0
547663,0,8,2,10,0,60,0,0,0.0,2.0,0
547855,0,3,2,5,0,60,0,1,0.0,0.0,0
548097,0,6,2,7,1,60,1,0,0.0,0.0,0
548106,0,12,0,7,0,60,0,1,0.0,3.0,0
548321,0,9,0,4,0,60,0,1,0.0,0.0,0
548355,0,7,0,3,0,60,0,1,0.0,1.0,0
548520,1,10,2,2,1,60,0,0,0.0,0.0,0
548800,0,8,0,3,0,120,0,1,0.0,2.0,0
548813,0,8,2,9,1,60,0,0,0.0,2.0,0
548831,0,5,0,4,0,60,0,1,0.0,3.0,0
548881,0,9,2,3,1,60,0,1,0.0,0.0,0
548900,0,0,2,4,0,60,0,1,0.0,2.0,0
548990,0,0,0,8,0,90,0,1,0.0,0.0,0
549106,0,6,0,7,0,60,0,0,0.0,4.0,0
549143,0,9,2,5,0,60,0,1,0.0,2.0,0
549203,0,3,2,3,0,60,0,0,0.0,0.0,0
549278,0,5,0,1,0,60,0,0,0.0,2.0,0
549352,0,5,2,2,0,60,0,1,0.0,0.0,0
549406,0,6,0,3,0,60,0,0,0.0,0.0,0
549563,1,4,2,3,0,60,0,1,0.0,0.0,0
549622,0,0,0,9,0,180,0,1,0.0,2.0,0
549713,0,11,2,1,1,60,1,1,0.0,1.0,0
550018,0,1,2,4,1,60,0,0,0.0,0.0,0
550208,0,9,2,3,0,60,1,1,0.0,0.0,0
550676,0,12,2,1,0,60,0,1,0.0,0.0,0
550842,1,5,0,7,1,60,0,1,0.0,0.0,0
551172,0,6,0,2,0,120,1,1,0.0,3.0,0
551504,1,12,0,1,0,60,0,0,0.0,0.0,0
551601,0,5,2,1,0,60,0,1,0.0,0.0,0
551655,0,6,2,6,0,60,0,1,0.0,1.0,0
551724,0,3,0,1,0,60,0,1,0.0,0.0,0
551759,0,11,2,1,0,60,0,0,0.0,1.0,0
551762,0,0,2,7,0,60,0,1,0.0,0.0,0
551891,0,3,2,2,0,60,0,1,0.0,0.0,0
551985,0,3,2,6,0,60,0,0,0.0,1.0,0
552056,0,12,0,7,0,120,0,1,0.0,0.0,0
552069,0,12,0,1,0,60,0,1,0.0,2.0,0
552420,0,11,0,1,0,60,0,1,0.0,0.0,0
552640,0,11,2,2,0,60,0,1,0.0,1.0,0
552719,0,5,0,3,0,60,0,1,0.0,1.0,0
552939,1,11,0,1,0,60,0,1,0.0,0.0,0
553526,0,8,2,6,0,60,0,1,0.0,0.0,0
553763,0,6,2,10,1,120,0,0,0.0,3.0,0
553938,0,0,1,5,0,120,0,1,0.0,3.0,0
554139,0,6,1,5,0,60,0,0,0.0,1.0,0
554249,0,4,0,9,0,150,0,1,0.0,0.0,0
554290,0,9,2,5,0,60,0,1,0.0,0.0,0
554362,0,7,0,7,0,60,0,1,0.0,0.0,0
554393,1,11,0,3,1,60,0,0,0.0,3.0,0
554454,1,3,0,4,1,120,0,1,0.0,0.0,0
554482,0,8,2,10,1,60,0,1,0.0,1.0,0
554637,0,0,0,5,0,60,0,1,0.0,1.0,0
554783,0,4,2,2,0,60,0,1,0.0,5.0,0
554920,1,3,0,2,0,60,0,1,0.0,0.0,0
555212,0,12,2,3,0,60,0,1,0.0,0.0,0
555338,0,9,0,6,0,60,1,1,0.0,0.0,0
555552,0,3,2,4,0,120,1,1,0.0,3.0,0
555707,0,0,0,6,0,60,0,1,0.0,0.0,0
555995,0,3,2,1,0,60,0,1,0.0,0.0,0
556077,1,10,0,2,0,60,0,1,0.0,2.0,0
556224,0,7,2,3,0,60,0,0,0.0,0.0,0
556481,0,3,0,5,0,60,0,1,0.0,1.0,0
556585,0,12,2,4,0,60,0,1,0.0,0.0,0
556929,0,5,0,1,0,120,0,1,0.0,0.0,0
556988,0,9,2,6,0,60,0,1,0.0,2.0,0
557155,0,11,2,3,0,60,0,1,0.0,0.0,0
557170,0,12,0,3,0,60,0,1,0.0,0.0,0
557338,0,5,2,2,0,60,0,1,0.0,0.0,0
557729,0,5,0,2,0,60,0,1,0.0,0.0,0
557803,1,4,2,9,0,60,0,0,0.0,0.0,0
557865,0,3,2,1,0,60,0,0,0.0,0.0,0
557938,0,3,3,3,0,60,0,1,0.0,3.0,0
557997,1,5,2,9,0,60,0,1,0.0,0.0,0
558146,0,7,2,6,0,60,0,1,0.0,1.0,0
558212,0,0,0,10,0,60,0,1,0.0,0.0,0
558231,0,0,2,6,0,60,0,1,0.0,0.0,0
558326,0,11,2,3,0,60,0,1,0.0,0.0,0
558395,1,5,1,9,1,60,0,1,0.0,0.0,0
558974,0,11,3,1,0,135,0,1,0.0,0.0,0
559227,0,11,2,5,0,60,0,1,0.0,1.0,0
559291,0,11,0,5,1,60,0,1,0.0,0.0,0
560102,0,0,2,8,0,60,0,1,0.0,0.0,0
560160,0,6,2,3,0,60,0,0,0.0,1.0,0
560161,0,9,2,6,0,60,0,1,0.0,0.0,0
560185,0,7,0,5,1,60,0,1,0.0,3.0,0
562146,0,11,0,8,1,120,0,1,0.0,0.0,0
562483,1,10,0,5,1,60,0,0,0.0,0.0,0
562494,1,10,2,8,1,60,0,1,0.0,1.0,0
630346,0,0,0,7,0,60,1,0,0.0,0.0,0
1930254,0,3,0,6,1,60,0,0,0.0,3.0,1
1996746,0,5,2,7,1,120,0,1,0.0,0.0,1
2076177,0,3,1,4,1,60,0,1,0.0,2.0,0
2216178,0,0,1,8,1,60,0,0,0.0,1.0,0
2265234,0,9,2,6,1,120,0,1,0.0,1.0,0
2287671,0,5,0,2,0,120,1,1,0.0,0.0,0
2303034,0,9,0,3,1,60,1,0,0.0,2.0,1
2303848,1,2,2,4,1,60,0,1,0.0,3.0,1
2340190,0,12,2,3,0,120,0,0,0.0,1.0,1
2399361,0,6,0,3,0,120,0,1,0.0,0.0,1
2415962,1,6,0,1,1,120,1,1,0.0,3.0,0
2422639,0,4,2,7,0,120,0,1,0.0,2.0,0
2425333,0,6,0,1,1,60,1,0,0.0,0.0,0
2444102,0,7,1,9,0,60,0,1,0.0,0.0,0
2475034,0,2,2,10,0,60,0,1,0.0,0.0,0
2480865,0,8,0,10,0,120,0,1,0.0,0.0,0
2498182,1,1,0,1,0,60,0,0,0.0,0.0,0
2534033,1,11,0,8,0,60,1,1,0.0,0.0,1
2540746,0,11,2,2,0,60,0,1,0.0,1.0,0
2568958,0,6,2,5,1,60,0,0,0.0,0.0,0
2570633,0,3,2,4,1,240,0,1,0.0,1.0,0
2578041,0,3,0,4,1,300,0,1,0.0,0.0,0
2587260,0,9,1,5,0,120,0,1,0.0,0.0,1
2597027,0,9,0,5,1,60,0,1,0.0,0.0,0
2598220,0,12,0,2,0,120,0,0,0.0,1.0,0
2617650,0,7,2,8,1,120,0,1,0.0,0.0,1
2654411,1,0,2,10,0,120,0,0,0.0,0.0,0
2692381,0,5,2,6,0,180,0,1,0.0,0.0,1
2693974,0,9,1,7,1,60,0,1,0.0,0.0,0
23632,0,0,0,5,0,60,0,1,0.0,0.0,0
25629,0,6,2,3,0,120,0,1,0.0,2.0,0
26677,1,11,0,1,0,60,0,1,0.0,0.0,1
27457,0,7,2,5,1,60,0,1,0.0,0.0,0
53360,0,5,2,2,1,120,0,1,0.0,2.0,1
54388,1,0,2,1,1,75,0,1,0.0,6.0,1
56340,0,8,2,3,0,60,0,0,0.0,2.0,0
57369,1,2,2,5,1,60,0,1,0.0,0.0,0
61118,0,3,0,3,0,180,0,1,0.0,0.0,0
64246,0,7,2,6,1,120,0,1,0.0,0.0,0
65807,0,5,1,2,0,120,0,1,0.0,0.0,1
67863,0,3,2,2,1,60,0,1,0.0,0.0,1
69843,0,9,0,2,1,60,0,1,0.0,0.0,1
72057,0,12,0,2,0,120,0,1,0.0,0.0,0
74169,1,0,0,8,1,60,0,1,0.0,0.0,0
125874,0,7,2,5,1,60,1,1,0.0,2.0,0
133269,0,11,2,6,0,60,1,1,0.0,0.0,0
152867,0,8,0,6,0,60,1,1,0.0,1.0,1
156788,1,1,2,4,1,180,0,1,0.0,2.0,0
162646,0,6,2,1,0,60,0,0,0.0,0.0,1
184236,1,5,2,1,0,60,1,1,0.0,0.0,0
184897,0,8,2,3,0,60,0,1,0.0,0.0,0
185597,0,0,2,9,0,90,0,1,0.0,0.0,0
228243,1,3,0,2,1,120,0,1,0.0,0.0,0
228513,0,2,1,10,0,180,0,1,0.0,0.0,1
235258,0,6,1,4,0,210,1,1,0.0,1.0,0
238825,0,0,0,7,0,60,0,1,0.0,0.0,0
243047,1,12,1,1,1,120,0,1,0.0,0.0,0
244917,0,3,2,3,0,60,0,1,0.0,0.0,0
264842,0,9,2,8,0,120,1,1,0.0,0.0,0
271346,0,0,0,10,0,150,0,1,0.0,2.0,1
274577,0,9,2,7,0,60,0,1,0.0,0.0,1
278773,0,1,0,10,0,120,0,1,0.0,0.0,0
280439,0,12,0,2,0,120,0,1,0.0,0.0,0
305547,0,12,2,4,1,120,0,1,0.0,0.0,1
305812,0,0,2,6,0,60,0,1,0.0,3.0,1
307193,1,10,2,2,1,60,0,0,0.0,0.0,0
308509,0,12,2,2,0,120,0,0,0.0,2.0,0
312531,0,6,0,9,0,120,0,1,0.0,0.0,1
322728,0,5,2,4,0,270,0,1,0.0,1.0,1
324319,0,6,2,2,1,60,0,1,0.0,1.0,1
332257,0,1,2,8,0,60,0,1,0.0,1.0,1
338878,0,11,0,9,1,60,0,1,0.0,0.0,1
339656,0,3,0,1,1,60,0,1,0.0,0.0,0
340661,1,5,0,3,1,120,1,1,0.0,0.0,0
342678,0,3,0,6,0,90,0,1,0.0,0.0,1
355692,1,9,0,2,1,60,0,1,0.0,0.0,0
358289,1,0,2,2,0,180,1,1,0.0,0.0,0
360101,0,11,2,2,0,60,0,1,0.0,0.0,0
361988,0,1,2,2,0,120,0,1,0.0,0.0,0
362907,0,9,2,3,1,60,0,0,0.0,0.0,1
363151,1,5,2,2,1,655,1,1,0.0,0.0,0
363711,0,5,2,1,0,60,0,1,0.0,0.0,1
364185,0,11,1,2,1,120,0,1,0.0,0.0,0
365288,0,8,0,8,0,60,0,0,0.0,1.0,0
369507,0,1,2,1,0,60,0,1,0.0,1.0,0
373633,0,10,2,5,0,130,0,1,0.0,0.0,1
379983,0,10,0,1,0,60,0,0,0.0,2.0,1
386904,1,11,0,3,1,60,0,1,0.0,0.0,0
387378,0,1,2,9,0,60,0,1,0.0,0.0,0
395358,0,9,2,4,0,60,0,1,0.0,0.0,0
396256,0,7,2,4,0,60,0,1,0.0,0.0,1
397590,0,3,0,3,0,60,1,0,0.0,0.0,0
