,id_student,gender,region,highest_education,imd_band,age_band,disability,dropout_status
67,183947,1,3,2,2.0,0,0,0
68,184271,1,9,3,9.0,1,0,0
69,185439,1,3,3,2.0,0,0,0
70,186149,1,6,3,4.0,1,0,0
71,187100,1,7,2,6.0,1,0,0
72,188278,1,12,2,8.0,1,0,1
73,189879,1,6,2,10.0,0,0,0
74,192183,0,9,1,10.0,0,0,0
75,195262,1,3,2,10.0,0,0,1
76,200860,1,3,1,6.0,1,0,0
77,202635,0,10,2,4.0,0,0,1
78,205350,1,9,3,9.0,1,0,0
79,205719,1,0,2,5.0,0,1,0
80,227499,0,3,2,2.0,1,0,0
81,228082,1,3,3,7.0,0,0,0
82,228222,1,1,1,6.0,0,0,0
83,229179,1,11,2,3.0,0,0,0
84,229361,1,1,2,6.0,0,0,0
85,231554,1,3,2,5.0,0,0,0
86,235507,1,12,2,10.0,0,0,1
87,236284,1,6,4,10.0,0,0,0
88,238007,1,8,3,10.0,2,0,0
89,240712,1,3,3,9.0,0,0,0
90,240884,1,8,2,10.0,0,0,0
91,241649,1,0,3,10.0,1,0,0
92,241729,0,1,3,7.0,1,0,0
93,242793,1,3,3,3.0,1,0,0
94,246834,1,9,2,10.0,1,0,0
95,248270,1,5,1,3.0,0,0,0
96,255548,1,10,1,3.0,1,0,0
97,256815,1,5,3,2.0,0,0,0
98,258392,0,11,1,4.0,0,0,0
99,258894,0,0,1,8.0,1,0,0
100,260355,0,3,2,9.0,1,0,1
101,262011,1,1,2,3.0,1,0,0
102,262934,0,5,2,4.0,1,0,0
103,268073,1,0,2,2.0,1,0,0
104,268733,1,0,2,4.0,0,0,1
105,271251,1,6,2,9.0,1,0,0
106,277880,0,7,2,7.0,0,0,1
107,279572,1,3,1,5.0,0,0,0
108,281022,0,6,2,4.0,0,0,0
109,281250,1,10,1,8.0,1,0,0
110,281589,1,5,3,4.0,0,0,0
111,282821,1,9,2,4.0,1,0,0
112,286488,1,7,2,10.0,1,0,0
113,287548,1,0,2,10.0,0,0,0
114,290201,1,10,2,3.0,0,0,0
115,290757,1,5,2,4.0,0,0,0
116,291334,1,7,2,10.0,1,0,0
117,292923,0,7,2,10.0,1,0,1
118,293699,1,1,2,8.0,0,0,0
119,294570,1,7,3,10.0,2,0,0
120,294594,1,7,2,10.0,0,0,0
121,295741,1,7,2,5.0,1,0,0
122,296332,1,8,4,10.0,2,0,0
123,298696,0,7,3,9.0,0,0,0
124,300398,1,11,2,4.0,1,0,0
125,302302,0,0,2,5.0,0,0,0
126,305152,1,5,2,8.0,0,0,0
127,305386,1,11,2,8.0,0,1,0
128,305539,0,10,1,9.0,0,0,1
129,306107,1,11,2,6.0,1,0,0
130,306466,1,0,2,10.0,1,0,0
131,306897,0,3,2,2.0,0,0,0
132,307061,0,1,3,2.0,0,0,0
133,307866,1,11,2,8.0,0,0,0
134,311917,1,9,2,7.0,2,0,0
135,312537,1,8,4,10.0,2,0,0
136,312782,1,8,2,10.0,0,0,0
137,318933,0,0,3,9.0,0,0,0
138,319047,0,1,2,6.0,0,0,0
139,321942,1,8,3,10.0,2,0,0
140,324002,1,0,3,5.0,1,0,0
141,324084,0,9,2,2.0,1,0,0
142,324282,1,7,2,10.0,0,0,0
143,331358,0,8,3,10.0,1,0,1
144,332789,0,0,2,7.0,1,0,0
145,333059,1,6,2,3.0,0,0,0
146,333323,1,6,3,9.0,0,0,0
147,334259,0,3,2,6.0,0,0,0
148,334333,0,9,2,1.0,0,1,1
149,335764,0,7,2,3.0,0,0,1
150,336207,1,0,2,10.0,0,0,0
151,339972,1,4,2,9.0,0,0,0
152,341872,1,0,1,5.0,0,0,0
153,342007,0,11,3,8.0,0,0,1
154,342514,1,6,1,6.0,2,0,0
155,342972,1,12,3,1.0,0,0,0
156,343446,1,2,3,8.0,1,0,0
157,344282,1,12,2,2.0,0,0,0
158,345068,1,0,2,7.0,0,1,0
159,345357,1,12,2,4.0,0,0,0
160,346025,1,0,2,6.0,0,0,0
161,346843,0,6,3,6.0,1,0,0
162,350188,1,5,3,9.0,1,0,0
163,354858,1,8,3,10.0,1,0,1
164,357668,1,12,2,2.0,0,0,0
165,364177,1,0,1,8.0,1,0,0
166,365244,0,3,2,1.0,0,0,0
167,365642,1,0,1,2.0,1,0,0
168,366483,1,9,3,5.0,0,0,0
169,368194,0,9,2,6.0,0,1,0
170,368824,1,10,3,6.0,1,0,0
171,368963,1,12,1,1.0,0,0,0
172,376581,0,8,2,9.0,1,0,0
173,380953,1,1,2,9.0,0,0,0
174,383254,1,12,2,10.0,0,0,0
175,386952,1,12,2,8.0,0,0,0
176,388722,0,3,1,9.0,1,0,0
177,388885,1,9,2,10.0,1,0,0
178,390890,1,6,2,1.0,0,0,1
179,392756,1,11,2,8.0,0,0,0
180,392931,0,5,2,6.0,1,0,0
181,393207,1,5,2,7.0,0,0,0
182,396872,1,12,3,6.0,0,0,0
183,398552,1,12,1,10.0,0,0,0
184,401869,0,7,1,9.0,0,0,0
185,402470,1,9,1,6.0,1,0,0
186,404804,1,10,1,3.0,1,0,0
187,405088,1,4,2,3.0,0,0,0
188,405961,1,6,2,10.0,0,1,1
189,414117,1,12,2,6.0,0,0,0
190,415969,1,11,3,1.0,1,0,1
191,420087,1,6,2,5.0,0,1,0
192,429958,0,5,2,8.0,0,0,0
193,441018,0,7,2,8.0,0,0,0
194,441888,1,3,2,3.0,0,0,0
195,442442,1,9,3,9.0,0,0,1
196,444677,1,3,3,4.0,0,0,0
197,470588,1,7,3,10.0,1,0,1
198,489455,0,9,2,3.0,0,0,0
199,494424,0,4,2,9.0,0,0,0
200,495284,1,7,3,9.0,0,0,0
201,498857,1,5,3,9.0,1,0,0
202,508818,1,3,2,5.0,0,0,0
203,512460,1,7,3,10.0,0,0,0
204,544103,1,5,3,5.0,0,0,0
205,550383,1,7,3,7.0,0,0,0
206,564450,1,11,3,9.0,0,0,0
207,568601,0,6,3,4.0,0,0,1
208,572652,1,11,3,8.0,0,0,0
209,580389,1,2,3,10.0,0,0,0
210,581129,1,0,2,4.0,0,0,0
211,588775,1,9,2,10.0,0,0,0
212,591774,1,8,4,10.0,1,0,0
213,606143,1,6,4,10.0,1,0,0
214,704156,1,8,3,10.0,2,0,0
215,705379,1,11,2,7.0,2,0,0
216,721259,0,8,1,6.0,2,0,1
217,749412,1,8,1,8.0,2,0,0
218,760729,1,11,2,7.0,2,0,0
219,905042,0,0,2,10.0,1,0,0
220,949618,0,9,2,6.0,1,0,0
221,958987,1,5,3,5.0,1,0,0
222,968578,0,0,2,5.0,1,0,0
223,969076,1,9,2,9.0,1,0,1
224,971027,0,11,3,10.0,1,0,0
225,978739,1,8,3,10.0,1,0,0
226,1035023,0,3,1,4.0,1,0,0
227,1105478,1,6,3,9.0,2,0,0
228,1352868,1,12,2,3.0,1,0,1
229,1401935,1,11,2,8.0,1,0,0
230,1402638,0,1,3,4.0,1,0,0
231,1414443,0,12,2,2.0,1,0,0
232,1456619,1,9,2,10.0,1,0,1
233,1465690,1,11,3,5.0,1,0,0
234,1472925,0,0,1,5.0,1,1,0
235,1488959,1,3,2,8.0,1,0,0
236,1518989,0,7,1,9.0,1,0,0
237,1618738,1,3,1,10.0,1,0,0
238,1620151,1,8,3,10.0,1,0,0
239,1626710,1,5,2,7.0,1,0,0
240,1640609,1,11,2,4.0,1,0,0
241,1686521,0,5,1,6.0,1,0,1
242,1729319,0,6,3,5.0,1,0,0
243,1746134,1,0,2,7.0,1,0,0
244,1758449,1,8,1,4.0,1,0,1
245,1763015,0,6,2,2.0,1,0,1
246,1765788,1,7,3,8.0,2,0,0
247,1801641,1,6,2,4.0,1,0,0
248,1847830,1,9,1,5.0,1,0,0
249,1860318,1,9,1,5.0,1,1,0
250,1889511,1,12,2,6.0,1,0,0
251,1889577,0,8,2,8.0,1,1,0
252,1894188,0,1,2,9.0,0,0,0
253,1938355,1,8,2,10.0,1,0,0
254,1942396,0,0,1,5.0,1,1,0
255,1970390,1,11,1,1.0,1,0,1
256,1976139,1,2,1,6.0,1,0,0
257,2011876,0,0,2,10.0,0,1,0
258,2012966,1,5,1,4.0,1,0,0
259,2051699,0,9,1,8.0,1,0,0
260,2062879,0,0,2,7.0,0,0,0
261,2065691,1,3,2,4.0,1,1,1
262,2073016,0,3,1,4.0,1,0,1
263,2080474,0,8,2,10.0,1,0,0
264,2083877,0,11,2,1.0,0,0,0
265,2084066,0,9,1,6.0,1,0,0
266,2104505,1,11,1,1.0,1,0,0
267,2122180,0,5,1,9.0,1,0,0
268,2139353,1,3,2,6.0,1,0,1
269,2143752,0,8,1,8.0,1,0,0
270,2146792,1,5,3,3.0,2,0,0
271,2149225,1,6,2,8.0,1,1,1
272,2153153,0,12,2,5.0,0,0,0
273,2155014,0,11,1,9.0,0,1,0
274,2164705,0,5,2,5.0,0,0,0
275,2171627,0,12,2,4.0,1,0,0
276,2182846,0,3,2,8.0,1,0,0
277,2194100,0,0,2,6.0,1,0,0
278,2197016,0,5,3,4.0,1,0,0
279,2208424,1,6,2,3.0,0,0,0
280,2229865,0,11,2,2.0,1,0,0
281,2255601,0,8,2,9.0,1,0,1
282,2268379,0,1,2,3.0,0,0,0
283,2278464,1,8,1,4.0,1,0,0
284,2293923,1,8,2,10.0,0,0,0
285,2312620,0,1,3,3.0,1,0,1
286,2318055,1,10,2,10.0,1,0,1
287,2324976,0,6,3,10.0,1,0,1
288,2329342,0,0,1,5.0,1,0,0
289,2339528,0,3,1,5.0,0,0,0
290,2342426,1,12,1,3.0,1,0,0
291,2344901,0,12,2,7.0,0,0,0
292,2358969,0,0,2,8.0,0,0,1
293,2364471,0,6,3,10.0,0,1,0
294,2365101,1,7,3,3.0,0,0,1
295,2367155,0,0,2,9.0,0,0,0
296,2369266,0,3,1,8.0,1,0,0
297,2376496,0,1,2,3.0,0,0,0
298,2391984,1,8,2,10.0,0,0,1
299,2411661,0,8,2,9.0,0,0,0
300,2411778,1,6,3,3.0,0,0,1
301,2412002,1,9,1,6.0,1,0,0
302,2412967,0,8,2,9.0,1,0,0
303,2429854,1,3,2,2.0,1,1,1
304,2437837,0,4,2,4.0,0,0,0
305,2449878,0,1,2,4.0,0,0,0
306,2456480,1,6,1,9.0,1,0,0
307,2457256,1,8,1,9.0,1,0,0
308,2458355,1,3,1,9.0,1,0,0
309,2460080,1,6,3,10.0,2,0,0
310,2461190,1,8,3,8.0,2,0,0
311,2469673,0,12,1,3.0,1,0,0
312,2470694,0,6,3,6.0,2,0,1
313,2479954,1,5,2,5.0,0,0,0
314,2481901,1,10,1,9.0,1,0,0
315,2482700,1,8,1,10.0,0,0,0
316,2486127,0,0,3,10.0,0,0,0
317,2498700,0,5,1,5.0,0,0,0
318,2516503,1,7,3,5.0,1,0,0
319,2518069,1,1,2,10.0,0,0,0
320,2521459,0,3,1,2.0,0,0,0
321,2523736,1,5,2,3.0,2,0,0
322,2529279,0,5,3,7.0,1,0,0
323,2532302,0,0,2,9.0,0,0,0
324,2536991,1,8,3,10.0,2,0,0
325,2542724,0,11,1,5.0,0,0,1
326,2551220,0,8,1,10.0,0,0,0
327,2552472,0,8,3,9.0,1,0,1
328,2555340,0,8,3,10.0,1,0,0
329,2557283,1,12,3,9.0,2,0,0
330,2559575,1,9,1,4.0,0,0,0
331,2562034,1,0,2,8.0,0,0,0
332,2566163,0,8,2,9.0,0,0,0
333,2566592,0,8,2,10.0,1,0,0
334,2569324,1,8,2,10.0,0,0,1
335,2574583,1,12,1,8.0,1,0,0
336,2578995,0,11,2,2.0,0,1,0
337,2586560,0,0,1,9.0,1,0,0
338,2594139,0,9,2,6.0,0,0,0
339,2598871,0,0,2,9.0,1,0,0
340,2599352,0,6,2,4.0,0,0,0
341,2600688,1,11,2,3.0,0,0,0
342,2606098,0,1,2,10.0,0,0,0
343,2613116,0,3,1,2.0,1,0,0
344,2617002,0,12,2,9.0,0,0,0
345,2620584,1,11,2,5.0,0,1,0
346,2639449,1,1,2,2.0,0,0,0
347,2639540,0,5,2,10.0,1,0,0
348,2639641,1,7,1,4.0,1,0,0
349,2641155,1,1,1,6.0,1,0,0
350,2643002,0,9,2,9.0,1,0,0
351,2645733,0,9,2,5.0,0,0,0
352,2649826,1,0,1,7.0,1,0,0
353,2650282,1,3,2,1.0,1,0,0
354,2664024,1,7,3,10.0,1,0,0
355,2666246,1,5,2,10.0,0,0,0
356,2669816,1,12,2,10.0,0,0,0
357,2671132,1,3,3,3.0,2,0,0
358,2676809,0,4,3,2.0,0,0,0
359,2678643,0,8,2,9.0,0,0,0
360,2685865,0,1,1,4.0,0,0,0
361,2688067,1,0,2,2.0,0,0,0
362,2689958,1,0,2,5.0,1,0,0
363,2691206,0,11,2,6.0,0,0,0
364,2691244,1,8,2,5.0,1,0,0
365,2694424,1,0,2,8.0,1,0,0
366,2698257,1,1,1,7.0,0,0,0
367,6516,1,6,3,9.0,2,0,0
368,24734,0,8,1,7.0,0,0,0
369,26192,0,0,2,7.0,1,0,0
370,28061,1,12,1,5.0,1,0,0
371,31600,0,9,2,5.0,0,0,0
372,46844,1,4,3,4.0,1,0,0
373,52765,0,12,1,1.0,1,0,0
374,55104,0,11,2,7.0,0,0,0
375,58071,1,0,3,10.0,2,0,0
376,58316,0,10,2,8.0,0,0,0
377,62487,0,1,2,2.0,0,0,0
378,63165,1,7,2,9.0,1,0,0
379,70011,0,6,3,5.0,0,0,0
380,75255,1,5,2,5.0,0,0,0
381,79403,1,8,1,9.0,1,0,1
382,85092,0,9,1,4.0,0,0,0
383,85144,1,6,2,6.0,1,0,0
384,85302,1,3,1,9.0,1,0,0
385,87431,1,7,1,2.0,1,0,1
386,95755,1,7,1,10.0,0,0,1
387,101116,0,0,1,7.0,1,0,0
388,107489,0,3,3,3.0,0,0,0
389,108872,1,3,3,9.0,2,0,0
390,109155,0,8,3,10.0,0,0,0
391,111512,1,10,2,5.0,0,0,0
392,117818,0,3,2,5.0,1,0,0
393,119902,0,9,2,7.0,1,0,1
394,121349,0,9,2,5.0,1,0,0
395,124064,0,7,2,7.0,0,0,0
396,125018,1,8,3,8.0,1,0,0
397,130034,0,0,2,7.0,1,0,0
398,130547,0,8,2,8.0,1,0,0
399,130636,1,7,2,2.0,0,0,0
400,131390,1,0,2,10.0,1,0,0
401,133816,0,8,2,8.0,1,0,0
402,133922,1,4,1,1.0,0,0,0
403,135471,1,0,1,10.0,1,0,0
404,139033,1,7,2,10.0,1,0,0
405,141506,1,6,2,3.0,1,0,0
406,146503,1,0,1,4.0,1,1,0
407,149741,0,6,2,3.0,1,0,0
408,149962,1,11,2,7.0,0,0,0
409,151587,0,10,2,1.0,0,0,1
410,152668,0,8,1,10.0,0,0,1
411,158707,0,7,2,9.0,0,0,1
412,164944,0,0,2,5.0,0,1,0
413,165226,0,10,2,4.0,0,0,0
414,167961,1,9,3,8.0,2,0,0
415,174024,1,4,2,2.0,1,0,0
416,174094,0,7,1,4.0,1,1,0
417,174745,0,1,2,8.0,1,0,0
418,175447,1,3,2,6.0,1,0,0
419,175772,0,0,3,10.0,1,0,1
420,183057,1,10,1,10.0,0,0,0
421,185350,1,12,1,2.0,1,0,0
422,199636,1,0,2,4.0,1,0,0
423,199897,1,1,3,2.0,1,0,0
424,200804,1,8,2,10.0,0,0,0
425,205494,1,9,3,4.0,1,0,0
426,228021,1,6,2,5.0,1,0,0
427,228383,1,12,3,6.0,0,0,0
428,232307,1,8,1,6.0,1,0,0
429,235068,0,1,1,4.0,1,0,0
430,236875,1,11,2,5.0,0,0,0
431,237274,1,12,2,2.0,0,0,0
432,243510,0,9,1,7.0,0,0,0
433,244246,0,7,2,7.0,0,0,0
434,248581,0,11,2,5.0,0,0,0
435,252073,0,12,2,4.0,1,0,0
436,254625,1,10,2,3.0,1,0,0
437,258587,1,9,2,2.0,1,0,0
438,260623,1,7,1,5.0,0,0,0
439,263251,1,0,2,5.0,1,0,0
440,263543,1,0,1,10.0,1,0,0
441,266524,0,8,2,4.0,0,0,0
442,273346,1,1,1,8.0,1,0,0
443,274947,1,0,1,5.0,0,0,1
444,275674,0,3,2,3.0,0,0,1
445,275792,0,0,3,6.0,0,0,0
446,277123,0,1,2,8.0,1,0,0
447,281077,0,0,3,6.0,0,0,0
448,281636,0,11,2,3.0,0,0,0
449,285315,1,0,3,8.0,0,0,0
450,287040,0,0,2,5.0,1,0,0
451,287204,1,6,2,1.0,0,0,0
452,287210,1,6,2,8.0,1,0,0
453,288994,1,6,2,4.0,0,0,0
454,289449,1,1,3,10.0,1,0,0
455,290164,0,6,3,4.0,1,0,0
456,292525,1,8,2,8.0,0,0,0
457,292775,1,7,2,5.0,0,0,0
458,293824,0,9,2,6.0,1,0,0
459,294496,1,5,2,2.0,1,1,0
460,294655,1,10,2,8.0,1,0,0
461,295060,1,0,2,8.0,0,0,0
462,295075,1,8,3,8.0,2,0,0
463,296424,1,6,2,4.0,1,0,0
464,298034,1,6,2,8.0,1,0,0
465,298838,0,12,2,8.0,0,0,0
466,301967,1,9,2,3.0,0,0,0
467,302476,1,7,2,8.0,0,0,0
468,303521,0,2,2,3.0,1,0,0
469,303985,0,6,3,8.0,0,0,0
470,304465,0,11,2,6.0,0,0,0
471,306646,1,8,2,9.0,0,0,0
472,309142,0,8,2,10.0,1,0,0
473,310412,0,3,2,5.0,1,0,0
474,311235,1,9,2,6.0,1,0,0
475,311659,1,0,2,8.0,0,0,0
476,313937,1,6,3,9.0,1,0,0
477,315076,1,12,2,1.0,0,0,0
478,315744,1,6,2,10.0,1,0,0
479,323370,0,11,2,4.0,0,0,0
480,323805,0,11,2,3.0,0,0,1
481,328024,1,12,2,2.0,1,0,0
482,328734,0,0,2,9.0,0,0,1
483,329659,0,0,2,4.0,0,1,0
484,330594,1,9,1,6.0,0,0,0
485,332884,1,10,2,7.0,0,0,0
486,334441,1,3,3,7.0,0,0,0
487,335247,1,9,2,9.0,0,0,0
488,337748,0,12,2,4.0,0,0,1
489,338407,1,1,2,7.0,1,0,0
490,341876,1,0,3,2.0,0,0,1
491,345440,1,8,3,10.0,0,0,0
492,346118,0,0,2,3.0,1,0,0
493,348275,1,6,3,5.0,1,0,1
494,348807,1,1,2,9.0,1,0,0
495,350156,1,9,2,4.0,0,0,0
496,350939,1,0,1,9.0,0,0,0
497,351336,0,1,2,2.0,0,0,0
498,353665,1,8,2,8.0,1,0,0
499,354170,0,10,2,1.0,0,0,0
500,356170,1,5,3,4.0,0,0,0
501,358182,1,8,1,9.0,0,0,0
502,364957,0,0,3,8.0,1,0,0
503,369834,1,11,2,7.0,0,0,1
504,371710,1,6,3,2.0,0,0,0
505,373872,0,8,2,5.0,0,0,0
506,375646,1,3,2,5.0,0,0,0
507,377546,1,0,2,6.0,0,1,0
508,381642,0,5,2,3.0,0,0,1
509,382095,1,8,1,6.0,0,0,0
510,383180,0,8,2,8.0,0,0,1
511,383600,1,6,2,8.0,0,0,0
512,383723,1,0,3,10.0,2,0,0
513,384203,1,6,3,3.0,0,0,0
514,384725,0,0,1,10.0,1,0,0
515,387533,1,6,3,6.0,1,0,0
516,387954,0,8,2,7.0,1,0,1
517,388147,0,9,2,2.0,1,0,0
518,391249,1,8,3,10.0,1,0,0
519,396599,0,8,1,7.0,0,1,0
520,396655,0,8,1,5.0,0,1,0
521,398171,0,9,2,8.0,0,0,0
522,398349,0,1,3,8.0,0,0,0
523,400147,1,7,1,7.0,1,0,0
524,400682,0,3,2,3.0,0,0,0
525,401404,1,11,2,10.0,0,0,0
526,402727,0,0,2,7.0,0,1,0
527,402961,0,5,1,9.0,1,0,0
528,404356,0,7,2,10.0,0,0,0
529,406671,1,9,2,9.0,1,0,0
530,406682,1,7,3,8.0,2,0,0
531,409100,1,7,3,9.0,1,0,0
532,409703,1,0,2,4.0,0,0,0
533,410092,0,5,2,1.0,1,0,0
534,411971,1,2,2,5.0,0,0,0
535,418731,1,2,2,8.0,0,0,0
536,421455,0,4,2,6.0,0,0,0
537,424577,1,3,3,2.0,0,0,0
538,431025,1,0,2,10.0,0,0,0
539,439305,1,7,2,7.0,1,0,0
540,440319,0,11,2,3.0,0,0,1
541,442064,0,9,3,8.0,0,0,0
542,442132,1,9,3,3.0,0,0,0
543,446108,1,9,2,8.0,0,0,0
544,447481,1,2,2,8.0,0,0,0
545,468120,1,11,1,6.0,0,0,0
546,468694,1,8,2,10.0,0,0,1
547,470982,0,0,3,3.0,1,0,0
548,476603,1,10,2,1.0,0,0,0
549,481022,1,1,2,3.0,0,0,0
550,483800,0,12,2,4.0,0,0,0
551,484897,0,9,2,10.0,0,0,0
552,485962,0,0,3,8.0,0,0,0
553,488382,0,3,2,2.0,0,0,1
554,488990,1,9,2,9.0,1,0,0
555,500113,1,7,2,8.0,0,0,0
556,503889,0,12,2,4.0,0,0,0
557,514526,1,3,1,2.0,0,1,1
558,518808,0,6,3,10.0,0,0,0
559,522482,0,6,3,8.0,0,0,1
560,527100,1,11,3,8.0,0,0,0
561,527801,1,9,1,10.0,1,0,0
562,533068,1,8,3,10.0,0,0,0
563,537081,0,6,3,2.0,0,0,0
564,544253,1,3,2,7.0,1,0,0
565,548120,1,3,3,9.0,0,0,0
566,561467,0,8,2,9.0,0,0,1
567,567922,0,5,2,6.0,0,0,1
568,569505,0,1,3,7.0,1,0,0
569,570317,1,10,2,8.0,0,0,0
570,574505,0,11,3,5.0,0,0,0
571,588477,1,12,3,3.0,0,0,0
572,593846,1,8,3,6.0,0,0,1
573,593987,0,0,3,8.0,1,0,0
574,596288,0,6,3,8.0,0,0,0
575,598070,0,3,2,2.0,0,0,1
576,603834,0,6,3,6.0,0,0,0
577,608440,0,8,3,6.0,1,0,1
578,623710,0,7,2,3.0,1,0,1
579,623840,1,0,2,1.0,0,0,0
580,626240,1,8,3,4.0,0,0,0
581,628088,1,7,2,8.0,0,1,1
582,628312,0,7,3,9.0,0,0,1
583,630142,1,0,2,10.0,0,0,1
584,637665,0,8,3,10.0,0,0,0
585,639053,1,4,2,7.0,0,0,0
586,642878,1,9,3,8.0,0,0,1
587,648130,1,12,2,9.0,0,0,1
588,676546,1,6,3,9.0,0,0,1
589,677186,1,7,3,8.0,0,0,0
590,677281,1,10,2,9.0,0,0,0
591,687698,1,12,3,3.0,0,0,0
592,696578,1,8,3,7.0,0,0,1
593,852847,1,9,2,7.0,2,0,0
594,998493,0,8,2,10.0,2,0,0
595,1045203,1,10,1,1.0,1,0,0
596,1112555,0,8,2,4.0,1,0,0
597,1183831,1,9,3,8.0,2,0,1
598,1268696,1,9,3,9.0,1,0,0
599,1336190,1,3,3,9.0,2,0,0
600,1398979,0,8,2,10.0,2,0,1
601,1469279,0,0,3,5.0,1,0,1
602,1471214,1,1,2,7.0,1,0,0
603,1484804,0,11,2,5.0,1,0,0
604,1511033,1,10,2,6.0,1,0,0
605,1576513,0,1,2,7.0,1,0,0
606,1609002,0,1,2,8.0,1,0,0
607,1629771,1,7,2,7.0,1,0,0
608,1676594,1,3,3,9.0,2,0,1
609,1686551,0,6,2,5.0,1,0,1
610,1689639,0,7,1,7.0,1,0,1
611,1715896,1,8,2,9.0,1,0,0
612,1721270,1,7,1,6.0,1,0,0
613,1757766,0,5,2,4.0,1,0,0
614,1773377,1,3,2,10.0,1,0,0
615,1799111,1,6,2,7.0,1,0,0
616,1818673,0,6,3,3.0,1,0,0
617,1839386,0,12,1,4.0,1,0,1
618,1926668,1,3,1,4.0,1,0,0
619,1947156,0,7,2,5.0,1,0,0
620,1967783,0,8,2,8.0,1,1,0
621,1975209,1,7,1,5.0,1,0,0
622,2010232,0,6,2,9.0,0,0,0
623,2045084,1,5,3,5.0,1,0,0
624,2057803,1,3,1,6.0,1,0,0
625,2085209,0,4,3,5.0,1,0,0
626,2086400,1,6,2,8.0,1,0,0
627,2148681,0,1,1,5.0,1,0,0
628,2158048,0,2,2,5.0,1,0,1
629,2158196,0,9,1,4.0,1,0,1
630,2165164,0,9,1,2.0,0,0,0
631,2168833,1,9,1,6.0,1,0,1
632,2207874,0,11,1,6.0,0,0,0
633,2240349,1,9,1,3.0,1,0,0
634,2244332,1,5,2,3.0,1,0,0
635,2273119,0,11,2,4.0,0,0,1
636,2277857,0,11,2,8.0,1,0,0
637,2297896,0,11,2,8.0,1,0,0
638,2313257,1,3,2,4.0,1,0,1
639,2330254,1,3,1,5.0,1,0,0
640,2355470,1,1,2,9.0,1,0,0
641,2363863,0,5,2,1.0,0,0,0
642,2369415,1,3,2,5.0,1,0,0
643,2375975,0,0,2,7.0,1,1,0
644,2397661,0,1,1,3.0,1,0,0
645,2398313,1,0,1,8.0,1,0,0
646,2404408,0,9,1,5.0,1,0,0
647,2425993,1,6,3,5.0,0,0,0
648,2432796,0,0,3,8.0,1,0,0
649,2434159,1,5,2,2.0,0,0,0
650,2436812,0,8,2,10.0,0,0,0
651,2467267,1,11,3,1.0,0,0,0
652,2473538,0,7,2,9.0,1,0,0
653,2474849,0,6,2,1.0,1,0,1
